STUDENT_ID,SEX,MAJOR_1,MAJOR_2,INTENDED_LANGUAGE,SECTION_ID
S_101,F,Marine Science,Psychology,Spanish,C_017
S_102,F,Marine Science,,Undecided,C_004
S_102,F,Marine Science,,Undecided,C_005
S_102,F,Marine Science,,Undecided,C_010
S_102,F,Marine Science,,Undecided,C_012
S_102,F,Marine Science,,Undecided,C_014
S_102,F,Marine Science,,Undecided,C_019
S_103,F,Environmental Studies,Visual Arts,French,C_001
S_103,F,Environmental Studies,Visual Arts,French,C_004
S_103,F,Environmental Studies,Visual Arts,French,C_005
S_103,F,Environmental Studies,Visual Arts,French,C_011
S_103,F,Environmental Studies,Visual Arts,French,C_014
S_103,F,Environmental Studies,Visual Arts,French,C_016
S_104,F,Marine Science,Visual Arts,Spanish,C_004
S_104,F,Marine Science,Visual Arts,Spanish,C_006
S_104,F,Marine Science,Visual Arts,Spanish,C_009
S_104,F,Marine Science,Visual Arts,Spanish,C_012
S_104,F,Marine Science,Visual Arts,Spanish,C_016
S_104,F,Marine Science,Visual Arts,Spanish,C_019
S_105,M,Marine Science,International Business,Latin,C_003
S_105,M,Marine Science,International Business,Latin,C_006
S_105,M,Marine Science,International Business,Latin,C_012
S_105,M,Marine Science,International Business,Latin,C_015
S_105,M,Marine Science,International Business,Latin,C_019
S_105,M,Marine Science,International Business,Latin,C_020
S_106,F,Marine Science,Animal Studies,Undecided,C_001
S_106,F,Marine Science,Animal Studies,Undecided,C_003
S_106,F,Marine Science,Animal Studies,Undecided,C_004
S_106,F,Marine Science,Animal Studies,Undecided,C_005
S_106,F,Marine Science,Animal Studies,Undecided,C_011
S_106,F,Marine Science,Animal Studies,Undecided,C_019
S_107,F,Theatre,,French,C_005
S_107,F,Theatre,,French,C_010
S_107,F,Theatre,,French,C_013
S_107,F,Theatre,,French,C_014
S_107,F,Theatre,,French,C_015
S_107,F,Theatre,,French,C_020
S_108,M,Marine Science,,Undecided,C_003
S_108,M,Marine Science,,Undecided,C_005
S_108,M,Marine Science,,Undecided,C_007
S_108,M,Marine Science,,Undecided,C_009
S_108,M,Marine Science,,Undecided,C_014
S_108,M,Marine Science,,Undecided,C_015
S_109,F,Marine Science,Environmental Studies,Spanish,C_002
S_109,F,Marine Science,Environmental Studies,Spanish,C_003
S_109,F,Marine Science,Environmental Studies,Spanish,C_004
S_109,F,Marine Science,Environmental Studies,Spanish,C_010
S_109,F,Marine Science,Environmental Studies,Spanish,C_015
S_109,F,Marine Science,Environmental Studies,Spanish,C_019
S_110,M,Marine Science,,Spanish,C_002
S_110,M,Marine Science,,Spanish,C_005
S_110,M,Marine Science,,Spanish,C_012
S_110,M,Marine Science,,Spanish,C_014
S_110,M,Marine Science,,Spanish,C_018
S_110,M,Marine Science,,Spanish,C_019
S_111,M,Marine Science,Philosophy,Undecided,C_002
S_111,M,Marine Science,Philosophy,Undecided,C_004
S_111,M,Marine Science,Philosophy,Undecided,C_005
S_111,M,Marine Science,Philosophy,Undecided,C_008
S_111,M,Marine Science,Philosophy,Undecided,C_014
S_111,M,Marine Science,Philosophy,Undecided,C_017
S_112,M,Biology,Visual Arts,French,C_004
S_112,M,Biology,Visual Arts,French,C_011
S_112,M,Biology,Visual Arts,French,C_014
S_112,M,Biology,Visual Arts,French,C_017
S_112,M,Biology,Visual Arts,French,C_018
S_112,M,Biology,Visual Arts,French,C_019
S_113,F,Psychology,Animal Studies,Undecided,C_005
S_113,F,Psychology,Animal Studies,Undecided,C_009
S_113,F,Psychology,Animal Studies,Undecided,C_010
S_113,F,Psychology,Animal Studies,Undecided,C_011
S_113,F,Psychology,Animal Studies,Undecided,C_014
S_113,F,Psychology,Animal Studies,Undecided,C_016
S_114,F,Marine Science,,Arabic,C_008
S_114,F,Marine Science,,Arabic,C_011
S_114,F,Marine Science,,Arabic,C_013
S_114,F,Marine Science,,Arabic,C_014
S_114,F,Marine Science,,Arabic,C_015
S_115,F,Marine Science,Visual Arts,Spanish,C_001
S_115,F,Marine Science,Visual Arts,Spanish,C_008
S_115,F,Marine Science,Visual Arts,Spanish,C_015
S_115,F,Marine Science,Visual Arts,Spanish,C_017
S_115,F,Marine Science,Visual Arts,Spanish,C_019
S_116,F,Marine Science,,Spanish,C_003
S_116,F,Marine Science,,Spanish,C_005
S_116,F,Marine Science,,Spanish,C_007
S_116,F,Marine Science,,Spanish,C_010
S_116,F,Marine Science,,Spanish,C_018
S_116,F,Marine Science,,Spanish,C_019
S_117,M,Biochemistry,Psychology,Spanish,C_004
S_117,M,Biochemistry,Psychology,Spanish,C_005
S_117,M,Biochemistry,Psychology,Spanish,C_008
S_117,M,Biochemistry,Psychology,Spanish,C_016
S_117,M,Biochemistry,Psychology,Spanish,C_017
S_117,M,Biochemistry,Psychology,Spanish,C_019
S_118,M,Political Science,Pre-Veterinary,Arabic,C_001
S_118,M,Political Science,Pre-Veterinary,Arabic,C_004
S_118,M,Political Science,Pre-Veterinary,Arabic,C_006
S_118,M,Political Science,Pre-Veterinary,Arabic,C_009
S_118,M,Political Science,Pre-Veterinary,Arabic,C_016
S_118,M,Political Science,Pre-Veterinary,Arabic,C_020
S_119,M,Undecided,,Spanish,C_001
S_119,M,Undecided,,Spanish,C_008
S_119,M,Undecided,,Spanish,C_011
S_119,M,Undecided,,Spanish,C_014
S_119,M,Undecided,,Spanish,C_015
S_119,M,Undecided,,Spanish,C_019
S_120,F,Marine Science,,Undecided,C_002
S_120,F,Marine Science,,Undecided,C_003
S_120,F,Marine Science,,Undecided,C_004
S_120,F,Marine Science,,Undecided,C_009
S_120,F,Marine Science,,Undecided,C_017
S_120,F,Marine Science,,Undecided,C_020
S_121,F,Marine Science,,Spanish,C_003
S_121,F,Marine Science,,Spanish,C_004
S_121,F,Marine Science,,Spanish,C_008
S_121,F,Marine Science,,Spanish,C_009
S_121,F,Marine Science,,Spanish,C_010
S_121,F,Marine Science,,Spanish,C_019
S_122,F,Marine Science,Animal Studies,Spanish,C_008
S_122,F,Marine Science,Animal Studies,Spanish,C_011
S_122,F,Marine Science,Animal Studies,Spanish,C_012
S_122,F,Marine Science,Animal Studies,Spanish,C_014
S_122,F,Marine Science,Animal Studies,Spanish,C_015
S_122,F,Marine Science,Animal Studies,Spanish,C_019
S_123,F,Pre-Medicine,Psychology,Spanish,C_003
S_123,F,Pre-Medicine,Psychology,Spanish,C_009
S_123,F,Pre-Medicine,Psychology,Spanish,C_010
S_123,F,Pre-Medicine,Psychology,Spanish,C_011
S_123,F,Pre-Medicine,Psychology,Spanish,C_016
S_123,F,Pre-Medicine,Psychology,Spanish,C_019
S_124,F,Creative Writing,Psychology,Undecided,C_002
S_124,F,Creative Writing,Psychology,Undecided,C_003
S_124,F,Creative Writing,Psychology,Undecided,C_005
S_124,F,Creative Writing,Psychology,Undecided,C_011
S_124,F,Creative Writing,Psychology,Undecided,C_014
S_124,F,Creative Writing,Psychology,Undecided,C_019
S_125,F,Marine Science,,Undecided,C_004
S_125,F,Marine Science,,Undecided,C_008
S_125,F,Marine Science,,Undecided,C_011
S_125,F,Marine Science,,Undecided,C_013
S_125,F,Marine Science,,Undecided,C_019
S_125,F,Marine Science,,Undecided,C_020
S_126,F,Marine Science,,French,C_004
S_126,F,Marine Science,,French,C_007
S_126,F,Marine Science,,French,C_010
S_126,F,Marine Science,,French,C_012
S_126,F,Marine Science,,French,C_018
S_126,F,Marine Science,,French,C_019
S_127,F,Marine Science,,Undecided,C_003
S_127,F,Marine Science,,Undecided,C_007
S_127,F,Marine Science,,Undecided,C_010
S_127,F,Marine Science,,Undecided,C_014
S_127,F,Marine Science,,Undecided,C_015
S_127,F,Marine Science,,Undecided,C_017
S_128,M,Psychology,,Italian,C_005
S_128,M,Psychology,,Italian,C_008
S_128,M,Psychology,,Italian,C_009
S_128,M,Psychology,,Italian,C_012
S_128,M,Psychology,,Italian,C_013
S_128,M,Psychology,,Italian,C_014
S_129,M,Marine Science,Biology,Undecided,C_004
S_129,M,Marine Science,Biology,Undecided,C_005
S_129,M,Marine Science,Biology,Undecided,C_012
S_129,M,Marine Science,Biology,Undecided,C_013
S_129,M,Marine Science,Biology,Undecided,C_014
S_129,M,Marine Science,Biology,Undecided,C_019
S_130,F,Political Science,Philosophy,French,C_001
S_130,F,Political Science,Philosophy,French,C_004
S_130,F,Political Science,Philosophy,French,C_005
S_130,F,Political Science,Philosophy,French,C_010
S_130,F,Political Science,Philosophy,French,C_011
S_130,F,Political Science,Philosophy,French,C_014
S_131,F,Marine Science,,Undecided,C_004
S_131,F,Marine Science,,Undecided,C_008
S_131,F,Marine Science,,Undecided,C_011
S_131,F,Marine Science,,Undecided,C_014
S_131,F,Marine Science,,Undecided,C_019
S_131,F,Marine Science,,Undecided,C_020
S_132,F,Marine Science,Animal Studies,Undecided,C_001
S_132,F,Marine Science,Animal Studies,Undecided,C_003
S_132,F,Marine Science,Animal Studies,Undecided,C_007
S_132,F,Marine Science,Animal Studies,Undecided,C_008
S_132,F,Marine Science,Animal Studies,Undecided,C_016
S_132,F,Marine Science,Animal Studies,Undecided,C_019
S_133,F,Marine Science,,Undecided,C_010
S_133,F,Marine Science,,Undecided,C_011
S_133,F,Marine Science,,Undecided,C_012
S_133,F,Marine Science,,Undecided,C_014
S_133,F,Marine Science,,Undecided,C_018
S_134,F,Marine Science,Animal Studies,Undecided,C_004
S_134,F,Marine Science,Animal Studies,Undecided,C_005
S_134,F,Marine Science,Animal Studies,Undecided,C_008
S_134,F,Marine Science,Animal Studies,Undecided,C_011
S_134,F,Marine Science,Animal Studies,Undecided,C_015
S_134,F,Marine Science,Animal Studies,Undecided,C_019
S_135,F,International Business,Environmental Studies,Spanish,C_001
S_135,F,International Business,Environmental Studies,Spanish,C_009
S_135,F,International Business,Environmental Studies,Spanish,C_011
S_135,F,International Business,Environmental Studies,Spanish,C_014
S_135,F,International Business,Environmental Studies,Spanish,C_016
S_135,F,International Business,Environmental Studies,Spanish,C_019
S_136,F,Marine Science,Intl Relations/Global Affairs,Undecided,C_002
S_136,F,Marine Science,Intl Relations/Global Affairs,Undecided,C_003
S_136,F,Marine Science,Intl Relations/Global Affairs,Undecided,C_009
S_136,F,Marine Science,Intl Relations/Global Affairs,Undecided,C_012
S_136,F,Marine Science,Intl Relations/Global Affairs,Undecided,C_016
S_136,F,Marine Science,Intl Relations/Global Affairs,Undecided,C_019
S_137,F,Environmental Studies,,French,C_008
S_137,F,Environmental Studies,,French,C_010
S_137,F,Environmental Studies,,French,C_012
S_137,F,Environmental Studies,,French,C_016
S_137,F,Environmental Studies,,French,C_019
S_137,F,Environmental Studies,,French,C_020
S_138,F,Animal Studies,Marine Science,Spanish,C_003
S_138,F,Animal Studies,Marine Science,Spanish,C_007
S_138,F,Animal Studies,Marine Science,Spanish,C_011
S_138,F,Animal Studies,Marine Science,Spanish,C_013
S_138,F,Animal Studies,Marine Science,Spanish,C_018
S_138,F,Animal Studies,Marine Science,Spanish,C_020
S_139,M,Psychology,Marine Science,Undecided,C_001
S_139,M,Psychology,Marine Science,Undecided,C_005
S_139,M,Psychology,Marine Science,Undecided,C_010
S_139,M,Psychology,Marine Science,Undecided,C_011
S_139,M,Psychology,Marine Science,Undecided,C_014
S_139,M,Psychology,Marine Science,Undecided,C_018
S_140,F,Marine Science,Chemistry,Japanese,C_002
S_140,F,Marine Science,Chemistry,Japanese,C_004
S_140,F,Marine Science,Chemistry,Japanese,C_005
S_140,F,Marine Science,Chemistry,Japanese,C_007
S_140,F,Marine Science,Chemistry,Japanese,C_010
S_140,F,Marine Science,Chemistry,Japanese,C_011
S_141,M,Computer Science,,Undecided,C_001
S_141,M,Computer Science,,Undecided,C_003
S_141,M,Computer Science,,Undecided,C_008
S_141,M,Computer Science,,Undecided,C_016
S_141,M,Computer Science,,Undecided,C_017
S_141,M,Computer Science,,Undecided,C_020
S_142,F,Environmental Studies,,Latin,C_004
S_142,F,Environmental Studies,,Latin,C_006
S_142,F,Environmental Studies,,Latin,C_007
S_142,F,Environmental Studies,,Latin,C_011
S_142,F,Environmental Studies,,Latin,C_012
S_142,F,Environmental Studies,,Latin,C_019
S_143,F,Biology,Marine Science,Undecided,C_004
S_143,F,Biology,Marine Science,Undecided,C_008
S_143,F,Biology,Marine Science,Undecided,C_011
S_143,F,Biology,Marine Science,Undecided,C_015
S_143,F,Biology,Marine Science,Undecided,C_016
S_143,F,Biology,Marine Science,Undecided,C_019
S_144,F,Environmental Studies,Philosophy,Undecided,C_003
S_144,F,Environmental Studies,Philosophy,Undecided,C_007
S_144,F,Environmental Studies,Philosophy,Undecided,C_010
S_144,F,Environmental Studies,Philosophy,Undecided,C_012
S_144,F,Environmental Studies,Philosophy,Undecided,C_014
S_144,F,Environmental Studies,Philosophy,Undecided,C_019
S_145,F,Undecided,,Spanish,C_002
S_145,F,Undecided,,Spanish,C_003
S_145,F,Undecided,,Spanish,C_009
S_145,F,Undecided,,Spanish,C_014
S_145,F,Undecided,,Spanish,C_015
S_145,F,Undecided,,Spanish,C_016
S_146,F,Undecided,,Italian,C_003
S_146,F,Undecided,,Italian,C_005
S_146,F,Undecided,,Italian,C_010
S_146,F,Undecided,,Italian,C_012
S_146,F,Undecided,,Italian,C_014
S_146,F,Undecided,,Italian,C_018
S_147,M,Marine Science,,Japanese,C_004
S_147,M,Marine Science,,Japanese,C_005
S_147,M,Marine Science,,Japanese,C_007
S_147,M,Marine Science,,Japanese,C_010
S_147,M,Marine Science,,Japanese,C_012
S_147,M,Marine Science,,Japanese,C_014
S_148,F,Marine Science,,French,C_003
S_148,F,Marine Science,,French,C_004
S_148,F,Marine Science,,French,C_006
S_148,F,Marine Science,,French,C_008
S_148,F,Marine Science,,French,C_011
S_148,F,Marine Science,,French,C_019
S_149,M,Marine Science,,French,C_002
S_149,M,Marine Science,,French,C_005
S_149,M,Marine Science,,French,C_010
S_149,M,Marine Science,,French,C_011
S_149,M,Marine Science,,French,C_013
S_149,M,Marine Science,,French,C_014
S_150,F,Biology,,Spanish,C_002
S_150,F,Biology,,Spanish,C_004
S_150,F,Biology,,Spanish,C_010
S_150,F,Biology,,Spanish,C_011
S_150,F,Biology,,Spanish,C_019
S_150,F,Biology,,Spanish,C_020
S_151,F,Pre-Medicine,,Undecided,C_001
S_151,F,Pre-Medicine,,Undecided,C_006
S_151,F,Pre-Medicine,,Undecided,C_011
S_151,F,Pre-Medicine,,Undecided,C_014
S_151,F,Pre-Medicine,,Undecided,C_016
S_151,F,Pre-Medicine,,Undecided,C_020
S_152,M,Biochemistry,Anthropology,Greek,C_002
S_152,M,Biochemistry,Anthropology,Greek,C_003
S_152,M,Biochemistry,Anthropology,Greek,C_007
S_152,M,Biochemistry,Anthropology,Greek,C_012
S_152,M,Biochemistry,Anthropology,Greek,C_014
S_152,M,Biochemistry,Anthropology,Greek,C_019
S_153,F,Marine Science,Anthropology,Spanish,C_005
S_153,F,Marine Science,Anthropology,Spanish,C_007
S_153,F,Marine Science,Anthropology,Spanish,C_010
S_153,F,Marine Science,Anthropology,Spanish,C_018
S_153,F,Marine Science,Anthropology,Spanish,C_019
S_153,F,Marine Science,Anthropology,Spanish,C_020
S_154,F,Marine Science,,Undecided,C_003
S_154,F,Marine Science,,Undecided,C_004
S_154,F,Marine Science,,Undecided,C_008
S_154,F,Marine Science,,Undecided,C_009
S_154,F,Marine Science,,Undecided,C_016
S_154,F,Marine Science,,Undecided,C_019
S_155,M,Marine Science,,Undecided,C_007
S_155,M,Marine Science,,Undecided,C_011
S_155,M,Marine Science,,Undecided,C_014
S_155,M,Marine Science,,Undecided,C_016
S_155,M,Marine Science,,Undecided,C_017
S_155,M,Marine Science,,Undecided,C_020
S_156,F,Marine Science,,Undecided,C_002
S_156,F,Marine Science,,Undecided,C_004
S_156,F,Marine Science,,Undecided,C_006
S_156,F,Marine Science,,Undecided,C_011
S_156,F,Marine Science,,Undecided,C_014
S_156,F,Marine Science,,Undecided,C_019
S_157,F,Marine Science,,Spanish,C_002
S_157,F,Marine Science,,Spanish,C_004
S_157,F,Marine Science,,Spanish,C_008
S_157,F,Marine Science,,Spanish,C_011
S_157,F,Marine Science,,Spanish,C_014
S_157,F,Marine Science,,Spanish,C_019
S_158,M,Marine Science,,Undecided,C_002
S_158,M,Marine Science,,Undecided,C_004
S_158,M,Marine Science,,Undecided,C_014
S_158,M,Marine Science,,Undecided,C_016
S_158,M,Marine Science,,Undecided,C_018
S_158,M,Marine Science,,Undecided,C_019
S_159,M,Marine Science,,Spanish,C_003
S_159,M,Marine Science,,Spanish,C_005
S_159,M,Marine Science,,Spanish,C_014
S_159,M,Marine Science,,Spanish,C_017
S_159,M,Marine Science,,Spanish,C_019
S_160,F,Marine Science,Philosophy,Spanish,C_002
S_160,F,Marine Science,Philosophy,Spanish,C_003
S_160,F,Marine Science,Philosophy,Spanish,C_007
S_160,F,Marine Science,Philosophy,Spanish,C_008
S_160,F,Marine Science,Philosophy,Spanish,C_015
S_160,F,Marine Science,Philosophy,Spanish,C_019
S_161,M,Biology,,Japanese,C_003
S_161,M,Biology,,Japanese,C_006
S_161,M,Biology,,Japanese,C_007
S_161,M,Biology,,Japanese,C_011
S_161,M,Biology,,Japanese,C_014
S_161,M,Biology,,Japanese,C_019
S_162,M,Biochemistry,,Spanish,C_006
S_162,M,Biochemistry,,Spanish,C_007
S_162,M,Biochemistry,,Spanish,C_008
S_162,M,Biochemistry,,Spanish,C_011
S_162,M,Biochemistry,,Spanish,C_015
S_162,M,Biochemistry,,Spanish,C_019
S_163,F,Marine Science,,Spanish,C_002
S_163,F,Marine Science,,Spanish,C_003
S_163,F,Marine Science,,Spanish,C_004
S_163,F,Marine Science,,Spanish,C_007
S_163,F,Marine Science,,Spanish,C_008
S_163,F,Marine Science,,Spanish,C_012
S_164,F,Biology,International Business,Latin,C_004
S_164,F,Biology,International Business,Latin,C_008
S_164,F,Biology,International Business,Latin,C_011
S_164,F,Biology,International Business,Latin,C_015
S_164,F,Biology,International Business,Latin,C_016
S_164,F,Biology,International Business,Latin,C_019
S_165,F,Marine Science,,Undecided,C_001
S_165,F,Marine Science,,Undecided,C_008
S_165,F,Marine Science,,Undecided,C_010
S_165,F,Marine Science,,Undecided,C_012
S_165,F,Marine Science,,Undecided,C_014
S_165,F,Marine Science,,Undecided,C_019
S_166,F,Biochemistry,Animal Studies,Undecided,C_001
S_166,F,Biochemistry,Animal Studies,Undecided,C_004
S_166,F,Biochemistry,Animal Studies,Undecided,C_005
S_166,F,Biochemistry,Animal Studies,Undecided,C_008
S_166,F,Biochemistry,Animal Studies,Undecided,C_015
S_166,F,Biochemistry,Animal Studies,Undecided,C_017
S_167,F,Marine Science,Animal Studies,Undecided,C_003
S_167,F,Marine Science,Animal Studies,Undecided,C_004
S_167,F,Marine Science,Animal Studies,Undecided,C_010
S_167,F,Marine Science,Animal Studies,Undecided,C_012
S_167,F,Marine Science,Animal Studies,Undecided,C_016
S_167,F,Marine Science,Animal Studies,Undecided,C_019
S_168,F,Marine Science,,Undecided,C_001
S_168,F,Marine Science,,Undecided,C_006
S_168,F,Marine Science,,Undecided,C_011
S_168,F,Marine Science,,Undecided,C_012
S_168,F,Marine Science,,Undecided,C_014
S_168,F,Marine Science,,Undecided,C_016
S_169,F,Economics,,Spanish,C_001
S_169,F,Economics,,Spanish,C_004
S_169,F,Economics,,Spanish,C_006
S_169,F,Economics,,Spanish,C_009
S_169,F,Economics,,Spanish,C_011
S_169,F,Economics,,Spanish,C_016
S_170,F,Marine Science,,Spanish,C_001
S_170,F,Marine Science,,Spanish,C_005
S_170,F,Marine Science,,Spanish,C_007
S_170,F,Marine Science,,Spanish,C_008
S_170,F,Marine Science,,Spanish,C_010
S_170,F,Marine Science,,Spanish,C_014
S_171,M,Marine Science,,Undecided,C_003
S_171,M,Marine Science,,Undecided,C_004
S_171,M,Marine Science,,Undecided,C_008
S_171,M,Marine Science,,Undecided,C_009
S_171,M,Marine Science,,Undecided,C_012
S_171,M,Marine Science,,Undecided,C_015
S_172,M,Marine Science,Animal Studies,Spanish,C_003
S_172,M,Marine Science,Animal Studies,Spanish,C_006
S_172,M,Marine Science,Animal Studies,Spanish,C_008
S_172,M,Marine Science,Animal Studies,Spanish,C_015
S_172,M,Marine Science,Animal Studies,Spanish,C_016
S_172,M,Marine Science,Animal Studies,Spanish,C_019
S_173,F,Environmental Studies,,Undecided,C_004
S_173,F,Environmental Studies,,Undecided,C_005
S_173,F,Environmental Studies,,Undecided,C_008
S_173,F,Environmental Studies,,Undecided,C_011
S_173,F,Environmental Studies,,Undecided,C_015
S_173,F,Environmental Studies,,Undecided,C_019
S_174,F,Marine Science,Marine Science,Undecided,C_003
S_174,F,Marine Science,Marine Science,Undecided,C_011
S_174,F,Marine Science,Marine Science,Undecided,C_012
S_174,F,Marine Science,Marine Science,Undecided,C_014
S_174,F,Marine Science,Marine Science,Undecided,C_015
S_174,F,Marine Science,Marine Science,Undecided,C_019
S_175,F,Biology,Pre-Veterinary,Undecided,C_003
S_175,F,Biology,Pre-Veterinary,Undecided,C_008
S_175,F,Biology,Pre-Veterinary,Undecided,C_009
S_175,F,Biology,Pre-Veterinary,Undecided,C_014
S_175,F,Biology,Pre-Veterinary,Undecided,C_018
S_175,F,Biology,Pre-Veterinary,Undecided,C_019
S_176,F,Marine Science,,Undecided,C_001
S_176,F,Marine Science,,Undecided,C_003
S_176,F,Marine Science,,Undecided,C_007
S_176,F,Marine Science,,Undecided,C_010
S_176,F,Marine Science,,Undecided,C_011
S_176,F,Marine Science,,Undecided,C_019
S_177,F,Marine Science,,Undecided,C_007
S_177,F,Marine Science,,Undecided,C_009
S_177,F,Marine Science,,Undecided,C_010
S_177,F,Marine Science,,Undecided,C_012
S_177,F,Marine Science,,Undecided,C_017
S_177,F,Marine Science,,Undecided,C_019
S_178,F,Marine Science,,French,C_001
S_178,F,Marine Science,,French,C_004
S_178,F,Marine Science,,French,C_009
S_178,F,Marine Science,,French,C_011
S_178,F,Marine Science,,French,C_014
S_178,F,Marine Science,,French,C_019
S_179,F,Animal Studies,Biochemistry,Spanish,C_001
S_179,F,Animal Studies,Biochemistry,Spanish,C_005
S_179,F,Animal Studies,Biochemistry,Spanish,C_011
S_179,F,Animal Studies,Biochemistry,Spanish,C_013
S_179,F,Animal Studies,Biochemistry,Spanish,C_015
S_179,F,Animal Studies,Biochemistry,Spanish,C_020
S_180,F,Undecided,,French,C_002
S_180,F,Undecided,,French,C_007
S_180,F,Undecided,,French,C_009
S_180,F,Undecided,,French,C_015
S_180,F,Undecided,,French,C_016
S_180,F,Undecided,,French,C_020
S_181,F,Marine Science,,Spanish,C_005
S_181,F,Marine Science,,Spanish,C_008
S_181,F,Marine Science,,Spanish,C_013
S_181,F,Marine Science,,Spanish,C_014
S_181,F,Marine Science,,Spanish,C_015
S_181,F,Marine Science,,Spanish,C_019
S_182,F,Marine Science,Animal Studies,Spanish,C_006
S_182,F,Marine Science,Animal Studies,Spanish,C_007
S_182,F,Marine Science,Animal Studies,Spanish,C_010
S_182,F,Marine Science,Animal Studies,Spanish,C_011
S_182,F,Marine Science,Animal Studies,Spanish,C_012
S_182,F,Marine Science,Animal Studies,Spanish,C_014
S_183,M,Psychology,,Undecided,C_003
S_183,M,Psychology,,Undecided,C_005
S_183,M,Psychology,,Undecided,C_011
S_183,M,Psychology,,Undecided,C_014
S_183,M,Psychology,,Undecided,C_019
S_183,M,Psychology,,Undecided,C_020
S_184,F,Marine Science,,Spanish,C_001
S_184,F,Marine Science,,Spanish,C_004
S_184,F,Marine Science,,Spanish,C_008
S_184,F,Marine Science,,Spanish,C_015
S_184,F,Marine Science,,Spanish,C_016
S_184,F,Marine Science,,Spanish,C_019
S_185,F,Marine Science,,Spanish,C_001
S_185,F,Marine Science,,Spanish,C_004
S_185,F,Marine Science,,Spanish,C_008
S_185,F,Marine Science,,Spanish,C_011
S_185,F,Marine Science,,Spanish,C_014
S_185,F,Marine Science,,Spanish,C_016
S_186,F,Psychology,,Undecided,C_002
S_186,F,Psychology,,Undecided,C_005
S_186,F,Psychology,,Undecided,C_007
S_186,F,Psychology,,Undecided,C_014
S_186,F,Psychology,,Undecided,C_016
S_187,M,Theatre,,Undecided,C_001
S_187,M,Theatre,,Undecided,C_005
S_187,M,Theatre,,Undecided,C_007
S_187,M,Theatre,,Undecided,C_017
S_187,M,Theatre,,Undecided,C_018
S_187,M,Theatre,,Undecided,C_020
S_188,F,Marine Science,,Spanish,C_008
S_188,F,Marine Science,,Spanish,C_011
S_188,F,Marine Science,,Spanish,C_015
S_188,F,Marine Science,,Spanish,C_016
S_188,F,Marine Science,,Spanish,C_017
S_188,F,Marine Science,,Spanish,C_019
S_189,F,Marine Science,,Undecided,C_004
S_189,F,Marine Science,,Undecided,C_005
S_189,F,Marine Science,,Undecided,C_009
S_189,F,Marine Science,,Undecided,C_011
S_189,F,Marine Science,,Undecided,C_015
S_189,F,Marine Science,,Undecided,C_019
S_190,F,Theatre,,Undecided,C_002
S_190,F,Theatre,,Undecided,C_003
S_190,F,Theatre,,Undecided,C_005
S_190,F,Theatre,,Undecided,C_014
S_190,F,Theatre,,Undecided,C_017
S_190,F,Theatre,,Undecided,C_018
S_191,M,Undecided,,Spanish,C_003
S_191,M,Undecided,,Spanish,C_008
S_191,M,Undecided,,Spanish,C_011
S_191,M,Undecided,,Spanish,C_013
S_191,M,Undecided,,Spanish,C_016
S_191,M,Undecided,,Spanish,C_019
S_192,M,Marine Science,,French,C_003
S_192,M,Marine Science,,French,C_010
S_192,M,Marine Science,,French,C_014
S_192,M,Marine Science,,French,C_015
S_192,M,Marine Science,,French,C_018
S_192,M,Marine Science,,French,C_020
S_193,M,Environmental Studies,Environmental Studies,Undecided,C_001
S_193,M,Environmental Studies,Environmental Studies,Undecided,C_003
S_193,M,Environmental Studies,Environmental Studies,Undecided,C_005
S_193,M,Environmental Studies,Environmental Studies,Undecided,C_013
S_193,M,Environmental Studies,Environmental Studies,Undecided,C_014
S_193,M,Environmental Studies,Environmental Studies,Undecided,C_020
S_194,M,Business Administration,,Spanish,C_003
S_194,M,Business Administration,,Spanish,C_005
S_194,M,Business Administration,,Spanish,C_006
S_194,M,Business Administration,,Spanish,C_012
S_194,M,Business Administration,,Spanish,C_013
S_194,M,Business Administration,,Spanish,C_014
S_195,F,Animal Studies,,Spanish,C_003
S_195,F,Animal Studies,,Spanish,C_005
S_195,F,Animal Studies,,Spanish,C_011
S_195,F,Animal Studies,,Spanish,C_014
S_195,F,Animal Studies,,Spanish,C_015
S_195,F,Animal Studies,,Spanish,C_020
S_196,F,Marine Science,,Undecided,C_005
S_196,F,Marine Science,,Undecided,C_008
S_196,F,Marine Science,,Undecided,C_010
S_196,F,Marine Science,,Undecided,C_011
S_196,F,Marine Science,,Undecided,C_016
S_196,F,Marine Science,,Undecided,C_017
S_197,F,Biology,Visual Arts,Undecided,C_003
S_197,F,Biology,Visual Arts,Undecided,C_008
S_197,F,Biology,Visual Arts,Undecided,C_013
S_197,F,Biology,Visual Arts,Undecided,C_014
S_197,F,Biology,Visual Arts,Undecided,C_016
S_197,F,Biology,Visual Arts,Undecided,C_019
S_198,M,Marine Science,,Italian,C_001
S_198,M,Marine Science,,Italian,C_003
S_198,M,Marine Science,,Italian,C_004
S_198,M,Marine Science,,Italian,C_008
S_198,M,Marine Science,,Italian,C_009
S_198,M,Marine Science,,Italian,C_015
S_199,F,Marine Science,International Business,Spanish,C_002
S_199,F,Marine Science,International Business,Spanish,C_007
S_199,F,Marine Science,International Business,Spanish,C_012
S_199,F,Marine Science,International Business,Spanish,C_014
S_199,F,Marine Science,International Business,Spanish,C_018
S_199,F,Marine Science,International Business,Spanish,C_019
S_200,F,Psychology,Biology,Undecided,C_003
S_200,F,Psychology,Biology,Undecided,C_005
